"primary_spa_name","primary_spa_city","competitor_rank","competitor_name","competitor_review_count","competitor_star_rating","competitor_distance_miles","competitor_gbp_url"
"SKINTECH SPA - Fort Worth","Fort Worth","1","A Nurses Touch Skin Care & Med Spa","604","4.9","0.18","https://www.google.com/maps/search/?api=1&query=A%20Nurses%20Touch%20Skin%20Care%20%26%20Med%20Spa&query_place_id=ChIJq-aKIIFyToYRC3FDx_Vc1jU"
"SKINTECH SPA - Fort Worth","Fort Worth","2","Kalos Medical Spa at Kirby Plastic Surgery","351","5.0","1.59","https://www.google.com/maps/search/?api=1&query=Kalos%20Medical%20Spa%20at%20Kirby%20Plastic%20Surgery&query_place_id=ChIJp14MFC5zToYRdaad_Mu9UII"
"SKINTECH SPA - Fort Worth","Fort Worth","3","OrangeTwist","120","4.8","0.47","https://www.google.com/maps/search/?api=1&query=OrangeTwist&query_place_id=ChIJhYMt6q1zToYRNp11544wayE"
"Hanami Medspa: Elaine Phuah, DO, MBA, FACOI","Fort Worth","1","Fort Worth Plastic Surgery","1067","4.9","0.27","https://www.google.com/maps/search/?api=1&query=Fort%20Worth%20Plastic%20Surgery&query_place_id=ChIJN_KWUnxxToYRHRG-7_D-ta0"
"Hanami Medspa: Elaine Phuah, DO, MBA, FACOI","Fort Worth","2","Youthful Magnolia","145","5.0","0.41","https://www.google.com/maps/search/?api=1&query=Youthful%20Magnolia&query_place_id=ChIJKfBVkXVxToYRQoOEfRo5a2Q"
"Hanami Medspa: Elaine Phuah, DO, MBA, FACOI","Fort Worth","3","The Retreat Medical Spa","73","4.9","0.52","https://www.google.com/maps/search/?api=1&query=The%20Retreat%20Medical%20Spa&query_place_id=ChIJ94-PS3ZxToYRedfv9s5S-BU"
"Geneva Med Spa","Frisco","1","Starwood Med Spa","658","4.9","1.54","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI"
"Geneva Med Spa","Frisco","2","Modern Skin Med Spa","112","5.0","1.07","https://www.google.com/maps/search/?api=1&query=Modern%20Skin%20Med%20Spa&query_place_id=ChIJ-2aoFkg9TIYRnU3grVS6MTM"
"Geneva Med Spa","Frisco","3","Dallas Medicine & Aesthetics","111","4.9","1.51","https://www.google.com/maps/search/?api=1&query=Dallas%20Medicine%20%26%20Aesthetics&query_place_id=ChIJo5ZsySmZToYRh51RyI8Z8RE"
"Fort Worth Plastic Surgery","Fort Worth","1","Hanami Medspa: Elaine Phuah, DO, MBA, FACOI","254","4.9","0.27","https://www.google.com/maps/search/?api=1&query=Hanami%20Medspa%3A%20Elaine%20Phuah%2C%20DO%2C%20MBA%2C%20FACOI&query_place_id=ChIJh6xb-nJxToYRl0sDgOMiOcw"
"Fort Worth Plastic Surgery","Fort Worth","2","Youthful Magnolia","145","5.0","0.52","https://www.google.com/maps/search/?api=1&query=Youthful%20Magnolia&query_place_id=ChIJKfBVkXVxToYRQoOEfRo5a2Q"
"Fort Worth Plastic Surgery","Fort Worth","3","The Retreat Medical Spa","73","4.9","0.74","https://www.google.com/maps/search/?api=1&query=The%20Retreat%20Medical%20Spa&query_place_id=ChIJ94-PS3ZxToYRedfv9s5S-BU"
"A Nurses Touch Skin Care & Med Spa","Fort Worth","1","SKINTECH SPA - Fort Worth","745","4.6","0.18","https://www.google.com/maps/search/?api=1&query=SKINTECH%20SPA%20-%20Fort%20Worth&query_place_id=ChIJbbejSVZtToYRABT0etPH5-E"
"A Nurses Touch Skin Care & Med Spa","Fort Worth","2","Kalos Medical Spa at Kirby Plastic Surgery","351","5.0","1.63","https://www.google.com/maps/search/?api=1&query=Kalos%20Medical%20Spa%20at%20Kirby%20Plastic%20Surgery&query_place_id=ChIJp14MFC5zToYRdaad_Mu9UII"
"A Nurses Touch Skin Care & Med Spa","Fort Worth","3","OrangeTwist","120","4.8","0.58","https://www.google.com/maps/search/?api=1&query=OrangeTwist&query_place_id=ChIJhYMt6q1zToYRNp11544wayE"
"OrangeTwist","Fort Worth","1","SKINTECH SPA - Fort Worth","745","4.6","0.47","https://www.google.com/maps/search/?api=1&query=SKINTECH%20SPA%20-%20Fort%20Worth&query_place_id=ChIJbbejSVZtToYRABT0etPH5-E"
"OrangeTwist","Fort Worth","2","A Nurses Touch Skin Care & Med Spa","604","4.9","0.58","https://www.google.com/maps/search/?api=1&query=A%20Nurses%20Touch%20Skin%20Care%20%26%20Med%20Spa&query_place_id=ChIJq-aKIIFyToYRC3FDx_Vc1jU"
"OrangeTwist","Fort Worth","3","Kalos Medical Spa at Kirby Plastic Surgery","351","5.0","1.18","https://www.google.com/maps/search/?api=1&query=Kalos%20Medical%20Spa%20at%20Kirby%20Plastic%20Surgery&query_place_id=ChIJp14MFC5zToYRdaad_Mu9UII"
"Magnetic Aesthetics","Frisco","1","Hush MedSpa","334","4.9","0.74","https://www.google.com/maps/search/?api=1&query=Hush%20MedSpa&query_place_id=ChIJ5Yn6otg5TIYRRDMOxUm7IQc"
"Magnetic Aesthetics","Frisco","2","FINETUNE Med Spa - Frisco","210","5.0","1.46","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"Magnetic Aesthetics","Frisco","3","BUTEX Medical Spa and Laser Treatment","188","5.0","0.3","https://www.google.com/maps/search/?api=1&query=BUTEX%20Medical%20Spa%20and%20Laser%20Treatment&query_place_id=ChIJo133yeQ5TIYRIh6seUqNpss"
"FINETUNE Med Spa - Frisco","Frisco","1","Hush MedSpa","334","4.9","0.72","https://www.google.com/maps/search/?api=1&query=Hush%20MedSpa&query_place_id=ChIJ5Yn6otg5TIYRRDMOxUm7IQc"
"FINETUNE Med Spa - Frisco","Frisco","2","BUTEX Medical Spa and Laser Treatment","188","5.0","1.36","https://www.google.com/maps/search/?api=1&query=BUTEX%20Medical%20Spa%20and%20Laser%20Treatment&query_place_id=ChIJo133yeQ5TIYRIh6seUqNpss"
"FINETUNE Med Spa - Frisco","Frisco","3","It's A Secret Med Spa","152","4.5","1.47","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJ7aFaHdw9TIYR4wkSvcL68U4"
"Hush MedSpa","Frisco","1","FINETUNE Med Spa - Frisco","210","5.0","0.72","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"Hush MedSpa","Frisco","2","BUTEX Medical Spa and Laser Treatment","188","5.0","0.64","https://www.google.com/maps/search/?api=1&query=BUTEX%20Medical%20Spa%20and%20Laser%20Treatment&query_place_id=ChIJo133yeQ5TIYRIh6seUqNpss"
"Hush MedSpa","Frisco","3","Magnetic Aesthetics","77","5.0","0.74","https://www.google.com/maps/search/?api=1&query=Magnetic%20Aesthetics&query_place_id=ChIJ5xh--4M5TIYRyPxYWrtWEHk"
"Beautiful Aesthetics","Frisco","1","SkinChic Aesthetics","238","5.0","0.06","https://www.google.com/maps/search/?api=1&query=SkinChic%20Aesthetics&query_place_id=ChIJS-RORUQ7TIYRULnHS8ILJIY"
"Beautiful Aesthetics","Frisco","2","FINETUNE Med Spa - Frisco","210","5.0","2.35","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"Beautiful Aesthetics","Frisco","3","Med Spa Studios & Genesis Hyperbaric","81","4.9","1.35","https://www.google.com/maps/search/?api=1&query=Med%20Spa%20Studios%20%26%20Genesis%20Hyperbaric&query_place_id=ChIJvyPXS9ggTIYRRZ4hWRuzADA"
"Tina Torres Cosmetics","Fort Worth","1","Bougie Aesthetics","111","4.8","0.66","https://www.google.com/maps/search/?api=1&query=Bougie%20Aesthetics&query_place_id=ChIJWXF8qTPZTYYROcA-rVQYU-8"
"Tina Torres Cosmetics","Fort Worth","2","Skin Beauty Med Spa","79","5.0","0.48","https://www.google.com/maps/search/?api=1&query=Skin%20Beauty%20Med%20Spa&query_place_id=ChIJMUW46pVxToYRt1cgDSTAmN8"
"Tina Torres Cosmetics","Fort Worth","3","The Retreat Medical Spa","73","4.9","0.93","https://www.google.com/maps/search/?api=1&query=The%20Retreat%20Medical%20Spa&query_place_id=ChIJ94-PS3ZxToYRedfv9s5S-BU"
"Modern Skin Med Spa","Frisco","1","Starwood Med Spa","658","4.9","0.54","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI"
"Modern Skin Med Spa","Frisco","2","Le Beau Visage Medical Spa","286","4.9","1.31","https://www.google.com/maps/search/?api=1&query=Le%20Beau%20Visage%20Medical%20Spa&query_place_id=ChIJkdUxAfE8TIYRrlKxyWbiSHQ"
"Modern Skin Med Spa","Frisco","3","Geneva Med Spa","116","5.0","1.07","https://www.google.com/maps/search/?api=1&query=Geneva%20Med%20Spa&query_place_id=ChIJqQxmNhQ7TIYRCm-noRxlOs4"
"Blu Magnolia Aesthetics","Fort Worth","1","Snug Aesthetics","197","5.0","8.1","https://www.google.com/maps/search/?api=1&query=Snug%20Aesthetics&query_place_id=ChIJne2QU053ToYRVvWjwnrTy78"
"Blu Magnolia Aesthetics","Fort Worth","2","Skinique Med Spa & Wellness","107","4.5","0.34","https://www.google.com/maps/search/?api=1&query=Skinique%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJz_ihVPfYTYYR8HUz7fK5Xs4"
"Blu Magnolia Aesthetics","Fort Worth","3","Cloud9 Med Spa","100","5.0","3.8","https://www.google.com/maps/search/?api=1&query=Cloud9%20Med%20Spa&query_place_id=ChIJZUE_F2fZTYYRSZL3wfLbbf4"
"SkinChic Aesthetics","Frisco","1","FINETUNE Med Spa - Frisco","210","5.0","2.36","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"SkinChic Aesthetics","Frisco","2","Beautiful Aesthetics","97","5.0","0.06","https://www.google.com/maps/search/?api=1&query=Beautiful%20Aesthetics&query_place_id=ChIJZfEIy_A7TIYRWSoY9YneiIc"
"SkinChic Aesthetics","Frisco","3","Med Spa Studios & Genesis Hyperbaric","81","4.9","1.4","https://www.google.com/maps/search/?api=1&query=Med%20Spa%20Studios%20%26%20Genesis%20Hyperbaric&query_place_id=ChIJvyPXS9ggTIYRRZ4hWRuzADA"
"Med Spa Studios & Genesis Hyperbaric","Frisco","1","SkinChic Aesthetics","238","5.0","1.4","https://www.google.com/maps/search/?api=1&query=SkinChic%20Aesthetics&query_place_id=ChIJS-RORUQ7TIYRULnHS8ILJIY"
"Med Spa Studios & Genesis Hyperbaric","Frisco","2","Geneva Med Spa","116","5.0","3.07","https://www.google.com/maps/search/?api=1&query=Geneva%20Med%20Spa&query_place_id=ChIJqQxmNhQ7TIYRCm-noRxlOs4"
"Med Spa Studios & Genesis Hyperbaric","Frisco","3","Beautiful Aesthetics","97","5.0","1.35","https://www.google.com/maps/search/?api=1&query=Beautiful%20Aesthetics&query_place_id=ChIJZfEIy_A7TIYRWSoY9YneiIc"
"Dallas Medicine & Aesthetics","Frisco","1","Starwood Med Spa","658","4.9","1.28","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI"
"Dallas Medicine & Aesthetics","Frisco","2","Le Beau Visage Medical Spa","286","4.9","0.67","https://www.google.com/maps/search/?api=1&query=Le%20Beau%20Visage%20Medical%20Spa&query_place_id=ChIJkdUxAfE8TIYRrlKxyWbiSHQ"
"Dallas Medicine & Aesthetics","Frisco","3","Purple Basil Medspa","163","5.0","1.01","https://www.google.com/maps/search/?api=1&query=Purple%20Basil%20Medspa&query_place_id=ChIJgbog1Y49TIYRVQKTsKs1KMg"
"Starwood Med Spa","Frisco","1","Le Beau Visage Medical Spa","286","4.9","1.41","https://www.google.com/maps/search/?api=1&query=Le%20Beau%20Visage%20Medical%20Spa&query_place_id=ChIJkdUxAfE8TIYRrlKxyWbiSHQ"
"Starwood Med Spa","Frisco","2","Modern Skin Med Spa","112","5.0","0.54","https://www.google.com/maps/search/?api=1&query=Modern%20Skin%20Med%20Spa&query_place_id=ChIJ-2aoFkg9TIYRnU3grVS6MTM"
"Starwood Med Spa","Frisco","3","Dallas Medicine & Aesthetics","111","4.9","1.28","https://www.google.com/maps/search/?api=1&query=Dallas%20Medicine%20%26%20Aesthetics&query_place_id=ChIJo5ZsySmZToYRh51RyI8Z8RE"
"Le Beau Visage Medical Spa","Frisco","1","Purple Basil Medspa","163","5.0","0.37","https://www.google.com/maps/search/?api=1&query=Purple%20Basil%20Medspa&query_place_id=ChIJgbog1Y49TIYRVQKTsKs1KMg"
"Le Beau Visage Medical Spa","Frisco","2","Starwood Med Spa","158","4.9","1.22","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJWx6gFj09TIYR9tExGmtztDI"
"Le Beau Visage Medical Spa","Frisco","3","Dallas Medicine & Aesthetics","111","4.9","0.67","https://www.google.com/maps/search/?api=1&query=Dallas%20Medicine%20%26%20Aesthetics&query_place_id=ChIJo5ZsySmZToYRh51RyI8Z8RE"
"Amazon Aesthetics and Laser","Frisco","1","Starwood Med Spa","658","4.9","0.93","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI"
"Amazon Aesthetics and Laser","Frisco","2","Purple Basil Medspa","163","5.0","1.95","https://www.google.com/maps/search/?api=1&query=Purple%20Basil%20Medspa&query_place_id=ChIJgbog1Y49TIYRVQKTsKs1KMg"
"Amazon Aesthetics and Laser","Frisco","3","It's A Secret Med Spa","152","4.5","0.94","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJ7aFaHdw9TIYR4wkSvcL68U4"
"Skin Beauty Med Spa","Fort Worth","1","Hanami Medspa: Elaine Phuah, DO, MBA, FACOI","254","4.9","1.06","https://www.google.com/maps/search/?api=1&query=Hanami%20Medspa%3A%20Elaine%20Phuah%2C%20DO%2C%20MBA%2C%20FACOI&query_place_id=ChIJh6xb-nJxToYRl0sDgOMiOcw"
"Skin Beauty Med Spa","Fort Worth","2","Tina Torres Cosmetics","135","4.9","0.48","https://www.google.com/maps/search/?api=1&query=Tina%20Torres%20Cosmetics&query_place_id=ChIJxwt82kdzToYRizTFX0vGphU"
"Skin Beauty Med Spa","Fort Worth","3","The Retreat Medical Spa","73","4.9","0.79","https://www.google.com/maps/search/?api=1&query=The%20Retreat%20Medical%20Spa&query_place_id=ChIJ94-PS3ZxToYRedfv9s5S-BU"
"Just Injected","Dallas","1","ZO Skin Centre","486","4.9","2.0","https://www.google.com/maps/search/?api=1&query=ZO%20Skin%20Centre&query_place_id=ChIJA3qOWNueToYRuvNFDhfiYsg"
"Just Injected","Dallas","2","CULT Aesthetics","352","4.9","1.27","https://www.google.com/maps/search/?api=1&query=CULT%20Aesthetics&query_place_id=ChIJFX32ikGZToYRsMJi8wiyMQo"
"Just Injected","Dallas","3","Total Med Solutions","343","4.8","0.82","https://www.google.com/maps/search/?api=1&query=Total%20Med%20Solutions&query_place_id=ChIJqacCkQWfToYR4EUy8H6hEBk"
"Cloud9 Med Spa","Fort Worth","1","Blu Magnolia Aesthetics","125","5.0","3.8","https://www.google.com/maps/search/?api=1&query=Blu%20Magnolia%20Aesthetics&query_place_id=ChIJ7fOOLurZTYYRKyU-XpokgZc"
"Cloud9 Med Spa","Fort Worth","2","Skinique Med Spa & Wellness","107","4.5","3.78","https://www.google.com/maps/search/?api=1&query=Skinique%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJz_ihVPfYTYYR8HUz7fK5Xs4"
"Cloud9 Med Spa","Fort Worth","3","Texas Med Group","53","4.9","4.72","https://www.google.com/maps/search/?api=1&query=Texas%20Med%20Group&query_place_id=ChIJu5JazmDXTYYRUNU7dw5kN7c"
"Skinique Med Spa & Wellness","Fort Worth","1","Snug Aesthetics","197","5.0","8.18","https://www.google.com/maps/search/?api=1&query=Snug%20Aesthetics&query_place_id=ChIJne2QU053ToYRVvWjwnrTy78"
"Skinique Med Spa & Wellness","Fort Worth","2","Blu Magnolia Aesthetics","125","5.0","0.34","https://www.google.com/maps/search/?api=1&query=Blu%20Magnolia%20Aesthetics&query_place_id=ChIJ7fOOLurZTYYRKyU-XpokgZc"
"Skinique Med Spa & Wellness","Fort Worth","3","Cloud9 Med Spa","100","5.0","3.78","https://www.google.com/maps/search/?api=1&query=Cloud9%20Med%20Spa&query_place_id=ChIJZUE_F2fZTYYRSZL3wfLbbf4"
"It's A Secret Med Spa","Frisco","1","Starwood Med Spa","658","4.9","1.86","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI"
"It's A Secret Med Spa","Frisco","2","Hush MedSpa","334","4.9","1.59","https://www.google.com/maps/search/?api=1&query=Hush%20MedSpa&query_place_id=ChIJ5Yn6otg5TIYRRDMOxUm7IQc"
"It's A Secret Med Spa","Frisco","3","FINETUNE Med Spa - Frisco","210","5.0","1.47","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"Contour Med Spa","Frisco","1","Starwood Med Spa","658","4.9","1.05","https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJhaGNQns8TIYRsl2pep3beSI"
"Contour Med Spa","Frisco","2","Geneva Med Spa","116","5.0","0.48","https://www.google.com/maps/search/?api=1&query=Geneva%20Med%20Spa&query_place_id=ChIJqQxmNhQ7TIYRCm-noRxlOs4"
"Contour Med Spa","Frisco","3","Modern Skin Med Spa","112","5.0","0.62","https://www.google.com/maps/search/?api=1&query=Modern%20Skin%20Med%20Spa&query_place_id=ChIJ-2aoFkg9TIYRnU3grVS6MTM"
"Lemmon Avenue Plastic Surgery and Laser Center","Dallas","1","It's A Secret Med Spa","574","4.6","0.25","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJsSzHhjGZToYRNTzakPv8gq8"
"Lemmon Avenue Plastic Surgery and Laser Center","Dallas","2","SkinSpirit West Village Dallas","150","4.9","0.23","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20West%20Village%20Dallas&query_place_id=ChIJyVE92lOfToYRq1HCZBLZF0M"
"Lemmon Avenue Plastic Surgery and Laser Center","Dallas","3","InjectCo MedSpa Dallas","141","5.0","0.64","https://www.google.com/maps/search/?api=1&query=InjectCo%20MedSpa%20Dallas&query_place_id=ChIJSWOzaeifToYRvJrkXYkPrAQ"
"Alchemy 43 Dallas-Lakewood","Dallas","1","UPKEEP Med Spa","887","4.9","2.18","https://www.google.com/maps/search/?api=1&query=UPKEEP%20Med%20Spa&query_place_id=ChIJAR_dnRWfToYR5ElZ5LxdzTg"
"Alchemy 43 Dallas-Lakewood","Dallas","2","Aurum Health","244","4.9","2.5","https://www.google.com/maps/search/?api=1&query=Aurum%20Health&query_place_id=ChIJD8LET6GZToYRSleYd2kkdPw"
"Alchemy 43 Dallas-Lakewood","Dallas","3","AYA Medical Spa Dallas - University Park","139","5.0","2.27","https://www.google.com/maps/search/?api=1&query=AYA%20Medical%20Spa%20Dallas%20-%20University%20Park&query_place_id=ChIJo_L80uifToYRmY82xz8pKrg"
"Jewell Aesthetics","Dallas","1","NakedMD Med Spa Dallas","582","4.9","3.44","https://www.google.com/maps/search/?api=1&query=NakedMD%20Med%20Spa%20Dallas&query_place_id=ChIJj2R7CNAhTIYR-jVvd4jqwYQ"
"Jewell Aesthetics","Dallas","2","SkinSpaMED","421","4.9","1.7","https://www.google.com/maps/search/?api=1&query=SkinSpaMED&query_place_id=ChIJw2ZFgt4gTIYRESSpN1nY-2I"
"Jewell Aesthetics","Dallas","3","Rejuve Med Spa","302","4.8","3.24","https://www.google.com/maps/search/?api=1&query=Rejuve%20Med%20Spa&query_place_id=ChIJrTEvDMwjTIYRD16bpXaOzH8"
"Renew Beauty Med Spa","Frisco","1","It's A Secret Med Spa","380","4.8","0.76","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJAQCQZ8M8TIYR76vlNNqSr9U"
"Renew Beauty Med Spa","Frisco","2","Le Beau Visage Medical Spa","286","4.9","0.74","https://www.google.com/maps/search/?api=1&query=Le%20Beau%20Visage%20Medical%20Spa&query_place_id=ChIJkdUxAfE8TIYRrlKxyWbiSHQ"
"Renew Beauty Med Spa","Frisco","3","Purple Basil Medspa","163","5.0","1.09","https://www.google.com/maps/search/?api=1&query=Purple%20Basil%20Medspa&query_place_id=ChIJgbog1Y49TIYRVQKTsKs1KMg"
"OVME","Dallas","1","It's A Secret Med Spa","574","4.6","0.72","https://www.google.com/maps/search/?api=1&query=It's%20A%20Secret%20Med%20Spa&query_place_id=ChIJsSzHhjGZToYRNTzakPv8gq8"
"OVME","Dallas","2","ZO Skin Centre","486","4.9","0.34","https://www.google.com/maps/search/?api=1&query=ZO%20Skin%20Centre&query_place_id=ChIJA3qOWNueToYRuvNFDhfiYsg"
"OVME","Dallas","3","SkinSpirit West Village Dallas","150","4.9","0.66","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20West%20Village%20Dallas&query_place_id=ChIJyVE92lOfToYRq1HCZBLZF0M"
"ZO Skin Centre","Dallas","1","CULT Aesthetics","352","4.9","0.75","https://www.google.com/maps/search/?api=1&query=CULT%20Aesthetics&query_place_id=ChIJFX32ikGZToYRsMJi8wiyMQo"
"ZO Skin Centre","Dallas","2","OVME","250","4.8","0.34","https://www.google.com/maps/search/?api=1&query=OVME&query_place_id=ChIJW8NOn-mfToYRou8QHdl_Iu8"
"ZO Skin Centre","Dallas","3","Aurum Health","244","4.9","0.86","https://www.google.com/maps/search/?api=1&query=Aurum%20Health&query_place_id=ChIJD8LET6GZToYRSleYd2kkdPw"
"Skin Hub Med Spa and Salon","Frisco","1","Hush MedSpa","334","4.9","1.44","https://www.google.com/maps/search/?api=1&query=Hush%20MedSpa&query_place_id=ChIJ5Yn6otg5TIYRRDMOxUm7IQc"
"Skin Hub Med Spa and Salon","Frisco","2","SkinChic Aesthetics","238","5.0","1.38","https://www.google.com/maps/search/?api=1&query=SkinChic%20Aesthetics&query_place_id=ChIJS-RORUQ7TIYRULnHS8ILJIY"
"Skin Hub Med Spa and Salon","Frisco","3","FINETUNE Med Spa - Frisco","210","5.0","0.99","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"AestheticFX","Frisco","1","Hush MedSpa","334","4.9","0.97","https://www.google.com/maps/search/?api=1&query=Hush%20MedSpa&query_place_id=ChIJ5Yn6otg5TIYRRDMOxUm7IQc"
"AestheticFX","Frisco","2","FINETUNE Med Spa - Frisco","210","5.0","1.69","https://www.google.com/maps/search/?api=1&query=FINETUNE%20Med%20Spa%20-%20Frisco&query_place_id=ChIJa9dvEBU7TIYRNwEE9A33p8w"
"AestheticFX","Frisco","3","BUTEX Medical Spa and Laser Treatment","188","5.0","0.36","https://www.google.com/maps/search/?api=1&query=BUTEX%20Medical%20Spa%20and%20Laser%20Treatment&query_place_id=ChIJo133yeQ5TIYRIh6seUqNpss"
"MEDSPA 33","Plano","1","Metamorph Med Spa","467","5.0","6.96","https://www.google.com/maps/search/?api=1&query=Metamorph%20Med%20Spa&query_place_id=ChIJXSQ8-eIjTIYRAIZoiBgLKsw"
"MEDSPA 33","Plano","2","Plano Plastic Spa","74","4.9","6.16","https://www.google.com/maps/search/?api=1&query=Plano%20Plastic%20Spa&query_place_id=ChIJ238AKWgiTIYR3OGSqt5xWkg"
"MEDSPA 33","Plano","3","Themedspabyrayray","64","4.8","4.28","https://www.google.com/maps/search/?api=1&query=Themedspabyrayray&query_place_id=ChIJn3mn9kQpTIYRHg6ibibhCgA"
